time,dt,u,v,depth_center,cam_x,cam_y,cam_z,map_x,map_y,map_z
1773370481.8982687,0.08142709732055664,666,149,7554.0,4.143104010522929,-2.718592840030139,7.554,nan,nan,nan
1773370482.0359485,0.08141565322875977,645,150,6043.0,3.091717695246691,-2.164199636349384,6.043,nan,nan,nan
1773370482.1200495,0.0814054012298584,664,149,5036.0,2.7443976586631686,-1.812395226686759,5.036,nan,nan,nan
1773370482.2443361,0.04805278778076172,91,137,4029.0,-1.8549233939746097,-1.534816441895361,4.029,nan,nan,nan
1773370482.338125,0.08137392997741699,118,138,4029.0,-1.664059757279973,-1.527747418314078,4.029,nan,nan,nan
1773370482.4204917,0.0813589096069336,143,140,4029.0,-1.4873341677479022,-1.5136093711515124,4.029,nan,nan,nan
1773370482.566398,0.04801154136657715,552,185,4649.0,1.6199341577458501,-1.3794725460811876,4.649,nan,nan,nan
1773370482.6441503,0.04799652099609375,210,141,4029.0,-1.0137095878019518,-1.5065403475702295,4.029,nan,nan,nan
1773370482.723982,0.08132100105285645,262,141,6715.0,-1.076867269292073,-2.510900579283716,6.715,nan,nan,nan
1773370482.801696,0.08130359649658203,48,189,3357.0,-1.7988082542949928,-0.9725444931744028,3.357,nan,nan,nan
1773370482.9350896,0.047954559326171875,86,133,3357.0,-1.5749891770624467,-1.3023831333065756,3.357,nan,nan,nan
1773370483.0249383,0.08127856254577637,531,185,4317.0,1.3451885381947732,-1.2809599874021267,4.317,nan,nan,nan
1773370483.1059175,0.08126020431518555,83,135,3777.0,-1.7919194032201895,-1.4520727488636858,3.777,nan,nan,nan
1773370483.2385426,0.0479123592376709,68,135,4317.0,-2.1617261633649902,-1.659676477851345,4.317,nan,nan,nan
1773370483.3038101,0.08123564720153809,126,138,4317.0,-1.7224150344438967,-1.6369534884243921,4.317,nan,nan,nan
1773370483.3935833,0.0812225341796875,172,139,4317.0,-1.3739958632306157,-1.6293791586154078,4.317,nan,nan,nan
1773370483.4736998,0.0812065601348877,174,140,4317.0,-1.358847203612647,-1.6218048288064233,4.317,nan,nan,nan
1773370483.592754,0.08119893074035645,553,185,4649.0,1.6280909933451015,-1.3794725460811876,4.649,nan,nan,nan
1773370483.6896315,0.08117794990539551,243,142,4317.0,-0.8362184467927254,-1.6066561691884547,4.317,nan,nan,nan
1773370483.8554852,0.04782915115356445,72,189,7554.0,-3.7296301803453473,-2.1884423894666187,7.554,nan,nan,nan
1773370483.8721187,0.08114981651306152,355,140,4317.0,0.01210649181352406,-1.6218048288064233,4.317,nan,nan,nan
1773370483.9472182,0.08113765716552734,99,189,3357.0,-1.4984194927460495,-0.9725444931744028,3.357,nan,nan,nan
1773370484.0816445,0.01445460319519043,426,136,4317.0,0.5498839082514143,-1.6521021480423608,4.317,nan,nan,nan
1773370484.0982807,0.08111000061035156,486,135,4317.0,1.0043436967904766,-1.659676477851345,4.317,nan,nan,nan
1773370484.2299936,0.08109498023986816,514,135,4317.0,1.216424931442039,-1.659676477851345,4.317,nan,nan,nan
1773370484.343608,0.08108091354370117,555,133,4317.0,1.5269724536103981,-1.674825137469314,4.317,nan,nan,nan
1773370484.5344994,0.0810556411743164,503,135,3777.0,0.9913704622382921,-1.4520727488636858,3.777,nan,nan,nan
1773370484.6206703,0.0810391902923584,526,132,4317.0,1.3073168891498512,-1.6823994672782983,4.317,nan,nan,nan
1773370484.7389412,0.08102178573608398,522,133,4317.0,1.277019569913914,-1.674825137469314,4.317,nan,nan,nan
1773370484.8679104,0.08100700378417969,577,131,4317.0,1.6936077094080542,-1.6899737970872826,4.317,nan,nan,nan
1773370484.9606965,0.08099722862243652,590,130,4317.0,1.792073996924851,-1.697548126896267,4.317,nan,nan,nan
1773370485.0712962,0.014316320419311523,553,132,4317.0,1.5118237939924295,-1.6823994672782983,4.317,nan,nan,nan
1773370485.7028055,0.047560930252075195,50,189,4317.0,-2.298064099926709,-1.2506626681661892,4.317,nan,nan,nan
1773370485.7820714,0.0808863639831543,249,142,8634.0,-1.5815449358776383,-3.2133123383769093,8.634,nan,nan,nan
1773370486.25264,0.08081459999084473,675,149,8634.0,4.871784061377045,-3.107271721051128,8.634,nan,nan,nan
1773370486.3844497,0.04746413230895996,650,150,5494.0,2.8590355842804582,-1.9675844451602702,5.494,nan,nan,nan
1773370486.4681654,0.08078694343566895,649,151,5036.0,2.6118600460222887,-1.7947235450013086,5.036,nan,nan,nan
1773370486.5652895,0.08077311515808105,656,150,5036.0,2.673710931921366,-1.803559385844034,5.036,nan,nan,nan
1773370486.700913,0.08075857162475586,673,150,5036.0,2.823920226247697,-1.803559385844034,5.036,nan,nan,nan
1773370486.8205876,0.08073854446411133,28,131,4317.0,-2.464699355724365,-1.6899737970872826,4.317,nan,nan,nan
1773370486.9023488,0.08073043823242188,43,132,4317.0,-2.351084408589599,-1.6823994672782983,4.317,nan,nan,nan
1773370487.038451,0.0807180404663086,359,144,6043.0,0.059357477454689854,-2.2278155849743912,6.043,nan,nan,nan
1773370487.1295168,0.08070492744445801,95,133,4029.0,-1.8266472996494783,-1.5630925362204922,4.029,nan,nan,nan
1773370487.4347315,0.08066177368164062,622,150,8634.0,4.068905101624702,-3.092123061433159,8.634,nan,nan,nan
1773370487.512553,0.0806436538696289,551,152,8634.0,2.9933502687489213,-3.0618257421972217,8.634,nan,nan,nan
1773370487.6433072,0.04729628562927246,473,152,5036.0,1.0567520577026293,-1.785887704158583,5.036,nan,nan,nan
1773370487.731224,0.08061933517456055,413,154,7554.0,0.7899024107086636,-2.652324033709699,7.554,nan,nan,nan
1773370487.8884668,0.08060526847839355,433,153,5036.0,0.7033184239936158,-1.7770518633158578,5.036,nan,nan,nan
1773370487.9058867,0.04725480079650879,503,152,5036.0,1.3218272829843896,-1.785887704158583,5.036,nan,nan,nan
1773370487.9845557,0.08057212829589844,509,152,5036.0,1.3748423280407416,-1.785887704158583,5.036,nan,nan,nan
1773370488.1091802,0.08056187629699707,579,151,4649.0,1.8401687189256382,-1.6568049564557354,4.649,nan,nan,nan
1773370488.197883,0.08054780960083008,644,150,5036.0,2.5676808418086616,-1.803559385844034,5.036,nan,nan,nan
1773370488.3246653,0.08053779602050781,664,150,5036.0,2.7443976586631686,-1.803559385844034,5.036,nan,nan,nan
1773370488.3950639,0.08051872253417969,642,150,5494.0,2.781920239419564,-1.9675844451602702,5.494,nan,nan,nan
1773370488.5070333,0.013839244842529297,594,151,5036.0,2.125888799672395,-1.7947235450013086,5.036,nan,nan,nan
1773370488.546003,0.08049559593200684,569,152,5036.0,1.9049927786042617,-1.785887704158583,5.036,nan,nan,nan
1773370488.6832435,0.0804753303527832,537,152,5494.0,1.7697813381203251,-1.948305608945047,5.494,nan,nan,nan
1773370488.831836,0.04712700843811035,502,152,5036.0,1.312991442141664,-1.785887704158583,5.036,nan,nan,nan
1773370488.8921587,0.08045411109924316,465,152,5494.0,1.0757432343722757,-1.948305608945047,5.494,nan,nan,nan
1773370488.9814696,0.08043575286865234,415,152,7554.0,0.8164099332368396,-2.678831556237875,7.554,nan,nan,nan
1773370489.0604122,0.04708433151245117,351,152,5494.0,-0.023150429895468918,-1.948305608945047,5.494,nan,nan,nan
1773370489.1393192,0.08040928840637207,276,154,7554.0,-1.0258628824713936,-2.652324033709699,7.554,nan,nan,nan
1773370489.2793026,0.08039498329162598,210,153,7554.0,-1.900611125901202,-2.6655777949737867,7.554,nan,nan,nan
1773370489.4142919,0.08037686347961426,152,152,5036.0,-1.779552852812204,-1.785887704158583,5.036,nan,nan,nan
1773370489.5563684,0.04703092575073242,122,154,4649.0,-1.8875051499322562,-1.6323344496579812,4.649,nan,nan,nan
1773370489.6660993,0.08035707473754883,71,153,5036.0,-2.4952559610729566,-1.7770518633158578,5.036,nan,nan,nan
1773370489.740216,0.08033561706542969,54,153,5036.0,-2.6454652553992872,-1.7770518633158578,5.036,nan,nan,nan
1773370489.8910642,0.08032560348510742,49,154,5036.0,-2.689644459612914,-1.7682160224731325,5.036,nan,nan,nan
1773370489.9967146,0.08031058311462402,45,179,5036.0,-2.7249878229838154,-1.547320001404999,5.036,nan,nan,nan
1773370490.0365138,0.08029532432556152,51,179,6715.0,-3.562807228709872,-2.0631957524691362,6.715,nan,nan,nan
1773370490.201038,0.08027958869934082,68,153,5036.0,-2.5217634836011324,-1.7770518633158578,5.036,nan,nan,nan
1773370490.3487198,0.08027219772338867,71,154,5036.0,-2.4952559610729566,-1.7682160224731325,5.036,nan,nan,nan
1773370490.4348872,0.08025264739990234,104,153,5036.0,-2.2036732132630203,-1.7770518633158578,5.036,nan,nan,nan
1773370490.519593,0.08024048805236816,161,153,5036.0,-1.700030285227676,-1.7770518633158578,5.036,nan,nan,nan
1773370490.6076434,0.08022499084472656,213,154,5036.0,-1.2405665614059587,-1.7682160224731325,5.036,nan,nan,nan
1773370490.7012718,0.08021306991577148,280,156,5036.0,-0.648565224943361,-1.7505443407876817,5.036,nan,nan,nan
1773370490.8221693,0.08019471168518066,345,154,5036.0,-0.07423557016621397,-1.7682160224731325,5.036,nan,nan,nan
1773370490.9179723,0.04685378074645996,412,153,5036.0,0.5177657662963836,-1.7770518633158578,5.036,nan,nan,nan
1773370490.967952,0.08017635345458984,489,152,5036.0,1.1981255111862348,-1.785887704158583,5.036,nan,nan,nan
1773370491.0307643,0.08015656471252441,555,152,5036.0,1.781291006806107,-1.785887704158583,5.036,nan,nan,nan
1773370491.1180515,0.08013534545898438,629,151,5036.0,2.4351432291677817,-1.7947235450013086,5.036,nan,nan,nan
1773370491.2652686,0.046792030334472656,666,150,5036.0,2.7620693403486194,-1.803559385844034,5.036,nan,nan,nan
1773370491.3356395,0.08011221885681152,33,136,4317.0,-2.4268277066794433,-1.6521021480423608,4.317,nan,nan,nan
1773370491.506449,0.08010387420654297,372,166,4649.0,0.15170374988059648,-1.5344524224669644,4.649,nan,nan,nan
1773370491.586064,0.08008837699890137,21,127,3555.0,-2.07331327470389,-1.4166235391542847,3.555,nan,nan,nan
1773370491.5997305,0.08007121086120605,32,127,3357.0,-1.8930478657613277,-1.3377229876064511,3.357,nan,nan,nan
1773370491.6865437,0.0467228889465332,41,129,3357.0,-1.8400380843115138,-1.3259430361731595,3.357,nan,nan,nan
1773370491.7576456,0.08004450798034668,135,140,4649.0,-1.7814662871419875,-1.746530148047501,4.649,nan,nan,nan
1773370491.7978132,0.08002781867980957,376,165,4317.0,0.17116741780219585,-1.432446583581814,4.317,nan,nan,nan
1773370491.911788,0.0800180435180664,29,135,3555.0,-2.0234142847183643,-1.366724549168759,3.555,nan,nan,nan
1773370492.02023,0.08000016212463379,665,150,8634.0,4.7202974651973575,-3.092123061433159,8.634,nan,nan,nan
1773370492.0932984,0.07998490333557129,629,151,5036.0,2.4351432291677817,-1.7947235450013086,5.036,nan,nan,nan
1773370492.228034,0.07997655868530273,640,151,5036.0,2.532337478437761,-1.7947235450013086,5.036,nan,nan,nan
1773370492.2994764,0.0799560546875,681,174,5036.0,2.8946069529894998,-1.5914992056186257,5.036,nan,nan,nan
1773370492.4218726,0.07994198799133301,347,166,6715.0,-0.07542226194367067,-2.2163579300635976,6.715,nan,nan,nan
1773370492.5447588,0.07992100715637207,29,128,3555.0,-2.0234142847183643,-1.410386165406094,3.555,nan,nan,nan
1773370492.597191,0.07995390892028809,46,129,3555.0,-1.9173789309991216,-1.4041487916579032,3.555,nan,nan,nan
1773370492.7226853,0.07990407943725586,35,128,3357.0,-1.8753779386113896,-1.3318330118898054,3.357,nan,nan,nan
1773370492.8226955,0.07989072799682617,57,129,3357.0,-1.7457984728451792,-1.3259430361731595,3.357,nan,nan,nan
1773370492.899602,0.07987332344055176,34,125,3357.0,-1.8812679143280355,-1.3495029390397433,3.357,nan,nan,nan
1773370493.0431643,0.07986283302307129,55,133,3357.0,-1.7575784242784709,-1.3023831333065756,3.357,nan,nan,nan
1773370493.0976274,0.0798490047454834,281,167,4317.0,-0.5483939140513193,-1.4172979239638452,4.317,nan,nan,nan
1773370493.3439686,0.04648280143737793,665,148,5036.0,2.7532334995058942,-1.8212310675294845,5.036,nan,nan,nan
1773370493.4005873,0.07980704307556152,277,165,7554.0,-1.0126091212073054,-2.506532659804731,7.554,nan,nan,nan
1773370493.5402253,0.07979321479797363,355,164,7554.0,0.021184257391559123,-2.5197864210688192,7.554,nan,nan,nan
1773370493.6680772,0.07978081703186035,30,126,3555.0,-2.017176910970173,-1.4228609129024756,3.555,nan,nan,nan
1773370493.74182,0.07975912094116211,71,126,3357.0,-1.6633388128121358,-1.343612963323097,3.357,nan,nan,nan
1773370493.860167,0.07975554466247559,57,183,5036.0,-2.6189577328711113,-1.5119766380340975,5.036,nan,nan,nan
1773370493.936276,0.07973575592041016,111,181,6715.0,-2.8559048705815884,-2.0396323405315266,6.715,nan,nan,nan
1773370494.0558414,0.07972359657287598,117,181,8634.0,-3.581168005449512,-2.6225146132761283,8.634,nan,nan,nan
1773370494.350223,0.04634380340576172,99,181,8634.0,-3.8538438785729494,-2.6225146132761283,8.634,nan,nan,nan
1773370494.439778,0.07966756820678711,97,181,5036.0,-2.2655240991620977,-1.5296483197195483,5.036,nan,nan,nan
1773370495.014628,0.07958388328552246,459,185,3777.0,0.699787714428356,-1.1207287172614855,3.777,nan,nan,nan
1773370495.142595,0.07956933975219727,511,184,3555.0,0.9829998619095738,-1.0610932355074125,3.555,nan,nan,nan
1773370495.2307482,0.07955265045166016,575,183,3555.0,1.3821917817937812,-1.0673306092556032,3.555,nan,nan,nan
1773370495.3431203,0.0795445442199707,223,150,3555.0,-0.8133637775693602,-1.2731639429458979,3.555,nan,nan,nan
1773370495.4338398,0.07952284812927246,282,152,3555.0,-0.4453587264261063,-1.2606891954495163,3.555,nan,nan,nan
1773370495.5672138,0.07950782775878906,342,153,3555.0,-0.07111630153466172,-1.2544518217013256,3.555,nan,nan,nan
1773370495.7002153,0.0794985294342041,402,150,3555.0,0.30312612335678285,-1.2731639429458979,3.555,nan,nan,nan
1773370495.7979722,0.07947969436645508,445,150,3555.0,0.5713331945289847,-1.2731639429458979,3.555,nan,nan,nan
1773370495.9426453,0.07947111129760742,425,149,3777.0,0.4744737729388598,-1.3592964200150695,3.777,nan,nan,nan
1773370496.037039,0.07945418357849121,402,150,3777.0,0.32205551840184776,-1.3526695393830255,3.777,nan,nan,nan
1773370496.176751,0.046105146408081055,349,151,3777.0,-0.029169155096484458,-1.3460426587509815,3.777,nan,nan,nan
1773370496.267251,0.07942533493041992,299,151,3777.0,-0.36051318669868465,-1.3460426587509815,3.777,nan,nan,nan
1773370496.395406,0.04607725143432617,299,151,3555.0,-0.33932337270686364,-1.266926569197707,3.555,nan,nan,nan
1773370496.5136456,0.07939553260803223,333,151,3555.0,-0.12725266526837842,-1.266926569197707,3.555,nan,nan,nan
1773370496.60568,0.07938218116760254,328,152,3555.0,-0.1584395340093321,-1.2606891954495163,3.555,nan,nan,nan
1773370496.706651,0.07936882972717285,320,152,3777.0,-0.22134869342576058,-1.3394157781189375,3.777,nan,nan,nan
1773370496.8029807,0.07935261726379395,288,152,3777.0,-0.4334088736511687,-1.3394157781189375,3.777,nan,nan,nan
1773370496.899882,0.04601240158081055,261,151,3777.0,-0.6123346507163568,-1.3460426587509815,3.777,nan,nan,nan
1773370496.9807003,0.07932758331298828,651,174,5036.0,2.6295317277077395,-1.5914992056186257,5.036,nan,nan,nan
1773370497.12229,0.07930898666381836,211,149,3555.0,-0.888212262547649,-1.2794013166940883,3.555,nan,nan,nan
1773370497.2170022,0.07930278778076172,637,173,4649.0,2.31326518368222,-1.4773545732722044,4.649,nan,nan,nan
1773370497.3915107,0.0792703628540039,268,152,3777.0,-0.5659464862920488,-1.3394157781189375,3.777,nan,nan,nan
1773370497.463403,0.07925605773925781,289,151,3777.0,-0.42678199301912473,-1.3460426587509815,3.777,nan,nan,nan
1773370497.5517387,0.07924628257751465,319,152,3777.0,-0.22797557405780458,-1.3394157781189375,3.777,nan,nan,nan
1773370497.6387012,0.07922720909118652,349,152,3777.0,-0.029169155096484458,-1.3394157781189375,3.777,nan,nan,nan
1773370497.7262042,0.07921481132507324,374,150,3777.0,0.13650286070461565,-1.3526695393830255,3.777,nan,nan,nan
1773370497.828509,0.07919859886169434,395,148,3555.0,0.2594645071194477,-1.2856386904422792,3.555,nan,nan,nan
1773370497.9699078,0.0458524227142334,379,149,3777.0,0.16963726386483569,-1.3592964200150695,3.777,nan,nan,nan
1773370498.084683,0.07917451858520508,310,149,3777.0,-0.2876174997462006,-1.3592964200150695,3.777,nan,nan,nan
1773370498.1620028,0.07915639877319336,312,151,3777.0,-0.2743637384821126,-1.3460426587509815,3.777,nan,nan,nan
1773370498.318264,0.04580974578857422,229,148,3777.0,-0.824394830941765,-1.3659233006471136,3.777,nan,nan,nan
1773370498.4009557,0.0791313648223877,180,146,3555.0,-1.081570848741562,-1.2981134379386607,3.555,nan,nan,nan
1773370498.4864788,0.07911300659179688,636,169,3777.0,1.8727455863001445,-1.2267588073741895,3.777,nan,nan,nan
1773370498.6125028,0.04576873779296875,648,168,4649.0,2.4029903752739856,-1.5181387512684614,4.649,nan,nan,nan
1773370498.6968553,0.045754194259643555,204,149,3555.0,-0.9318738787849843,-1.2794013166940883,3.555,nan,nan,nan
1773370498.793211,0.04574084281921387,174,146,3555.0,-1.1189950912307065,-1.2981134379386607,3.555,nan,nan,nan
1773370498.9070718,0.07906270027160645,149,144,3555.0,-1.274929434935475,-1.3105881854350423,3.555,nan,nan,nan
1773370499.008052,0.045711517333984375,122,142,3555.0,-1.4433385261366252,-1.3230629329314236,3.555,nan,nan,nan
1773370499.0849147,0.07903265953063965,134,143,3555.0,-1.3684900411583363,-1.316825559183233,3.555,nan,nan,nan
1773370499.158687,0.07901668548583984,172,147,3555.0,-1.131469838727088,-1.2918760641904699,3.555,nan,nan,nan
1773370499.2565851,0.07900595664978027,190,147,3555.0,-1.0191971112596547,-1.2918760641904699,3.555,nan,nan,nan
1773370499.337537,0.07898688316345215,231,149,3555.0,-0.7634647875838341,-1.2794013166940883,3.555,nan,nan,nan
1773370499.4759772,0.04564237594604492,216,148,3555.0,-0.8570253938066953,-1.2856386904422792,3.555,nan,nan,nan
1773370499.649587,0.07894635200500488,77,140,3555.0,-1.7240203448052085,-1.3355376804278052,3.555,nan,nan,nan
1773370499.7271366,0.0789341926574707,106,142,3555.0,-1.543136506107677,-1.3230629329314236,3.555,nan,nan,nan
1773370499.8580563,0.07891321182250977,159,145,3555.0,-1.2125556974535676,-1.3043508116868514,3.555,nan,nan,nan
1773370499.8947682,0.04557204246520996,210,147,3555.0,-0.8944496362958397,-1.2918760641904699,3.555,nan,nan,nan
1773370499.9929745,0.07889270782470703,263,148,3555.0,-0.5638688276417304,-1.2856386904422792,3.555,nan,nan,nan
1773370500.1356995,0.07887887954711914,303,150,3555.0,-0.3143738777141007,-1.2731639429458979,3.555,nan,nan,nan
1773370500.2276032,0.07886123657226562,332,150,3555.0,-0.13349003901656914,-1.2731639429458979,3.555,nan,nan,nan
1773370500.3754041,0.0455174446105957,361,149,3777.0,0.05035341248804359,-1.3592964200150695,3.777,nan,nan,nan
1773370500.4835236,0.07884097099304199,387,149,3777.0,0.2226523089211877,-1.3592964200150695,3.777,nan,nan,nan
1773370500.5820956,0.07881975173950195,418,148,3555.0,0.40292410332783474,-1.2856386904422792,3.555,nan,nan,nan
1773370500.7412596,0.045528411865234375,488,146,3555.0,0.8395402657011867,-1.2981134379386607,3.555,nan,nan,nan
1773370500.9407017,0.07879304885864258,543,145,3555.0,1.1825958218516774,-1.3043508116868514,3.555,nan,nan,nan
1773370500.958483,0.07877564430236816,582,145,3777.0,1.5148940321697684,-1.3858039425432453,3.777,nan,nan,nan
1773370501.0911262,0.04543137550354004,596,144,3777.0,1.6076703610183847,-1.3924308231752895,3.777,nan,nan,nan
1773370501.192654,0.04541897773742676,629,143,3777.0,1.826357421875837,-1.3990577038073335,3.777,nan,nan,nan
1773370501.2820618,0.04540538787841797,652,144,3777.0,1.9787756764128488,-1.3924308231752895,3.777,nan,nan,nan
1773370501.4215577,0.04539227485656738,667,143,3777.0,2.0781788858935086,-1.3990577038073335,3.777,nan,nan,nan
1773370501.5189614,0.04537558555603027,667,143,3777.0,2.0781788858935086,-1.3990577038073335,3.777,nan,nan,nan
1773370501.610558,0.04536271095275879,654,143,3777.0,1.992029437676937,-1.3990577038073335,3.777,nan,nan,nan
1773370501.7023928,0.045346975326538086,635,141,3777.0,1.8661187056681006,-1.4123114650714215,3.777,nan,nan,nan
1773370501.825585,0.04533982276916504,609,143,3777.0,1.6938198092349566,-1.3990577038073335,3.777,nan,nan,nan
1773370501.9134367,0.045319318771362305,572,145,3777.0,1.4486252258493284,-1.3858039425432453,3.777,nan,nan,nan
1773370502.0235226,0.04531073570251465,528,146,3777.0,1.1570424780393924,-1.3791770619112016,3.777,nan,nan,nan
1773370502.130003,0.04529213905334473,470,147,3777.0,0.77268340138084,-1.3725501812791574,3.777,nan,nan,nan
1773370502.2115486,0.04527902603149414,412,149,3777.0,0.38832432472228784,-1.3592964200150695,3.777,nan,nan,nan
1773370502.3002913,0.04526877403259277,347,149,3777.0,-0.04242291636057247,-1.3592964200150695,3.777,nan,nan,nan
1773370502.3929825,0.04525494575500488,275,148,3777.0,-0.5195583218677408,-1.3659233006471136,3.777,nan,nan,nan
1773370502.4789598,0.045241355895996094,201,148,3777.0,-1.009947488638997,-1.3659233006471136,3.777,nan,nan,nan
1773370502.6319282,0.07852530479431152,495,120,3555.0,0.8832018819385219,-1.46028515539162,3.555,nan,nan,nan
1773370502.8546674,0.07849645614624023,310,174,4317.0,-0.3287383495907726,-1.3642776153009548,4.317,nan,nan,nan
1773370502.9251876,0.07848405838012695,268,174,4029.0,-0.6037062200875468,-1.2732625693878958,4.029,nan,nan,nan
1773370503.0190828,0.07847094535827637,236,174,4029.0,-0.8299149746885978,-1.2732625693878958,4.029,nan,nan,nan
1773370503.1058502,0.07845735549926758,420,139,4649.0,0.5432318586446642,-1.7546869836467525,4.649,nan,nan,nan
1773370503.1813235,0.07844090461730957,196,173,4029.0,-1.1126759179399115,-1.2803315929691785,4.029,nan,nan,nan
1773370503.2892933,0.04509472846984863,224,174,3555.0,-0.8071264038211694,-1.1234669729893199,3.555,nan,nan,nan
1773370503.3691819,0.07841348648071289,261,174,4029.0,-0.6531893851565268,-1.2732625693878958,4.029,nan,nan,nan
1773370503.4433758,0.07839798927307129,251,174,4029.0,-0.7238796209693552,-1.2732625693878958,4.029,nan,nan,nan
1773370503.5687375,0.07838821411132812,207,174,4029.0,-1.0349166585458003,-1.2732625693878958,4.029,nan,nan,nan
1773370503.6559718,0.07836747169494629,177,173,4029.0,-1.2469873659842854,-1.2803315929691785,4.029,nan,nan,nan
1773370503.782632,0.04502558708190918,193,174,4029.0,-1.13388298868376,-1.2732625693878958,4.029,nan,nan,nan
1773370503.8649442,0.07834625244140625,218,175,3777.0,-0.897290517894249,-1.1869975235819255,3.777,nan,nan,nan
1773370503.9080658,0.07832860946655273,235,174,4029.0,-0.8369839982698807,-1.2732625693878958,4.029,nan,nan,nan
1773370504.0517075,0.07831954956054688,252,176,3777.0,-0.6719765764047528,-1.1803706429498813,3.777,nan,nan,nan
1773370504.1809232,0.07829976081848145,286,175,3777.0,-0.4466626349152567,-1.1869975235819255,3.777,nan,nan,nan
1773370504.2974057,0.07828831672668457,307,175,3555.0,-0.28942438272133775,-1.1172295992411292,3.555,nan,nan,nan
1773370504.431306,0.04494071006774902,334,175,3777.0,-0.12857236457714452,-1.1869975235819255,3.777,nan,nan,nan
1773370504.5219653,0.07825994491577148,373,175,3777.0,0.12987598007257165,-1.1869975235819255,3.777,nan,nan,nan
1773370504.5792873,0.07824516296386719,414,176,3555.0,0.37797460833507174,-1.1109922254929383,3.555,nan,nan,nan
1773370504.6900456,0.0782327651977539,447,176,3555.0,0.5838079420253662,-1.1109922254929383,3.555,nan,nan,nan
1773370504.8171139,0.07822036743164062,476,175,3555.0,0.7646917807228978,-1.1172295992411292,3.555,nan,nan,nan
1773370504.9091864,0.07820439338684082,501,175,3555.0,0.9206261244276662,-1.1172295992411292,3.555,nan,nan,nan
1773370505.0328486,0.04485750198364258,526,173,3777.0,1.1437887167753045,-1.2002512848460134,3.777,nan,nan,nan
1773370505.1300943,0.07817769050598145,115,144,3555.0,-1.4870001423739603,-1.3105881854350423,3.555,nan,nan,nan
1773370505.2034395,0.07816290855407715,145,145,3555.0,-1.299878929928238,-1.3043508116868514,3.555,nan,nan,nan
1773370505.2859182,0.07814621925354004,174,145,3555.0,-1.1189950912307065,-1.3043508116868514,3.555,nan,nan,nan
1773370505.431394,0.07813811302185059,190,147,3555.0,-1.0191971112596547,-1.2918760641904699,3.555,nan,nan,nan
1773370505.49855,0.07812213897705078,169,148,3777.0,-1.2220076688644053,-1.3659233006471136,3.777,nan,nan,nan
1773370505.6243694,0.04477405548095703,144,146,3555.0,-1.3061163036764287,-1.2981134379386607,3.555,nan,nan,nan
1773370505.7219818,0.0780935287475586,114,145,3555.0,-1.493237516122151,-1.3043508116868514,3.555,nan,nan,nan
1773370505.7978845,0.07808065414428711,518,173,4029.0,1.1635496752331633,-1.2803315929691785,4.029,nan,nan,nan
1773370505.925424,0.044731855392456055,476,174,4029.0,0.8666506848192842,-1.2732625693878958,4.029,nan,nan,nan
1773370505.9920022,0.011384963989257812,660,132,4317.0,2.322277083553757,-1.6823994672782983,4.317,nan,nan,nan
1773370506.0517168,0.07803678512573242,496,174,3777.0,0.9449822978139841,-1.1936244042139694,3.777,nan,nan,nan
1773370506.156661,0.07802200317382812,95,142,3555.0,-1.6117476173377752,-1.3230629329314236,3.555,nan,nan,nan
1773370506.2920086,0.07800722122192383,134,144,3555.0,-1.3684900411583363,-1.3105881854350423,3.555,nan,nan,nan
1773370506.3804343,0.07799243927001953,177,147,3555.0,-1.1002829699861343,-1.2918760641904699,3.555,nan,nan,nan
1773370506.5338173,0.07797694206237793,226,148,3555.0,-0.7946516563247878,-1.2856386904422792,3.555,nan,nan,nan
1773370506.6060462,0.07796525955200195,281,148,3555.0,-0.45159610017429697,-1.2856386904422792,3.555,nan,nan,nan
1773370506.7270517,0.07795023918151855,282,147,3777.0,-0.4731701574434327,-1.3725501812791574,3.777,nan,nan,nan
1773370506.8334963,0.07794427871704102,245,147,3555.0,-0.6761415551091637,-1.2918760641904699,3.555,nan,nan,nan
1773370506.9241505,0.07792472839355469,204,147,3555.0,-0.9318738787849843,-1.2918760641904699,3.555,nan,nan,nan
1773370507.0537233,0.07790589332580566,159,146,3555.0,-1.2125556974535676,-1.2981134379386607,3.555,nan,nan,nan
1773370507.1381073,0.07789349555969238,191,145,3555.0,-1.0129597375114638,-1.3043508116868514,3.555,nan,nan,nan
1773370507.2822871,0.04455447196960449,255,146,3555.0,-0.6137678176272563,-1.2981134379386607,3.555,nan,nan,nan
1773370507.3685348,0.011207818984985352,293,148,3777.0,-0.40027447049094866,-1.3659233006471136,3.777,nan,nan,nan
1773370507.3944895,0.07785725593566895,328,147,3555.0,-0.1584395340093321,-1.2918760641904699,3.555,nan,nan,nan
1773370507.540726,0.07784366607666016,364,147,3777.0,0.0702340543841756,-1.3725501812791574,3.777,nan,nan,nan
1773370507.6347857,0.07782316207885742,377,148,3777.0,0.15638350260074765,-1.3659233006471136,3.777,nan,nan,nan
1773370507.7654705,0.0444796085357666,404,148,3777.0,0.33530927966593577,-1.3659233006471136,3.777,nan,nan,nan
1773370507.8485734,0.07780075073242188,438,148,3777.0,0.5606232211554318,-1.3659233006471136,3.777,nan,nan,nan
1773370507.9546587,0.07778263092041016,481,148,3555.0,0.7958786494638515,-1.2856386904422792,3.555,nan,nan,nan
