time,dt,u,v,depth_raw,depth_maf,cam_x,cam_y,cam_z,map_x,map_y,map_z
1773389336.0425735,0.09844756126403809,36,484,1777.0,2477.5714285714284,-1.3797408289920225,0.5645928025339183,2.4775714285714283,nan,nan,nan
1773389336.3755176,0.06509065628051758,37,480,1286.0,2465.0,-1.368414965264823,0.5444282858239441,2.465,nan,nan,nan
1773389336.7058284,0.001605987548828125,59,485,1286.0,2465.0,-1.2732665044028304,0.5660529360198515,2.465,nan,nan,nan
1773389337.0270898,0.03499031066894531,94,482,1314.0,2480.0,-1.1287208939221365,0.5564437329970474,2.48,nan,nan,nan
1773389337.354645,0.03503084182739258,127,478,1343.0,2488.1428571428573,-0.9883642924195463,0.540808625975705,2.4881428571428574,nan,nan,nan
1773389337.6952918,0.0648813247680664,520,471,1374.0,1451.0,0.4241312695944907,0.29756031697723007,1.451,nan,nan,nan
1773389338.017444,0.03512692451477051,593,473,1314.0,1384.857142857143,0.582171547228379,0.2888557925342531,1.3848571428571428,nan,nan,nan
1773389353.1577377,0.0959928035736084,683,442,2417.0,1476.2857142857142,0.8537242542474451,0.2276300480300425,1.4762857142857142,nan,nan,nan
1773389353.49597,0.09596824645996094,579,456,2417.0,1637.857142857143,0.6482971564539977,0.29277441596003145,1.637857142857143,nan,nan,nan
1773389353.8235457,0.09598636627197266,523,459,2158.0,1762.4285714285713,0.5244394235706473,0.3243188561257014,1.7624285714285712,nan,nan,nan
1773389354.1493013,0.004075765609741211,433,477,1259.0,1754.5714285714287,0.24504019299584676,0.37828524104700095,1.7545714285714287,nan,nan,nan
1773389354.472148,0.004116058349609375,355,457,1209.0,1735.4285714285713,0.0048667944852804615,0.31326062379146974,1.7354285714285713,nan,nan,nan
1773389354.8007793,0.07081341743469238,313,461,1162.0,1705.142857142857,-0.12087095333781227,0.3197607120016728,1.705142857142857,nan,nan,nan
1773389355.1357965,0.0041997432708740234,218,480,1119.0,1677.2857142857142,-0.3984677170315208,0.3704510289109782,1.6772857142857143,nan,nan,nan
1773389355.4766045,0.09572458267211914,45,505,1079.0,1486.142857142857,-0.8041543266339679,0.39342182772336226,1.4861428571428572,nan,nan,nan
1773389355.8087134,0.09571146965026855,39,503,1099.0,1297.857142857143,-0.7159354378799762,0.3390232821238887,1.2978571428571428,nan,nan,nan
1773389356.1545951,0.062343597412109375,35,500,1140.0,1152.4285714285713,-0.6438007502778024,0.29496883189007816,1.1524285714285714,nan,nan,nan
1773389356.75695,0.028988361358642578,34,475,1831.0,1234.142857142857,-0.6916155373369037,0.2617502525755207,1.2341428571428572,nan,nan,nan
1773389357.0870128,0.09564614295959473,38,469,1889.0,1331.2857142857142,-0.7367113902212549,0.2683386231357219,1.3312857142857142,nan,nan,nan
1773389357.4288461,0.028963327407836914,40,461,1162.0,1331.2857142857142,-0.7320398140943198,0.24965231862798162,1.3312857142857142,nan,nan,nan
1773389357.7704003,0.028932571411132812,50,439,1162.0,1337.4285714285713,-0.7119519541849118,0.19917982125669462,1.3374285714285714,nan,nan,nan
1773389358.1174247,0.062247514724731445,73,434,1162.0,1349.2857142857142,-0.6638143514925393,0.1891088267449419,1.3492857142857142,nan,nan,nan
1773389358.5518386,0.09557342529296875,95,431,1185.0,1361.5714285714287,-0.6173022519930214,0.18366395191072235,1.3615714285714287,nan,nan,nan
1773389358.8843224,0.09555983543395996,141,431,1185.0,1368.0,-0.509807393893651,0.1845311093796115,1.368,nan,nan,nan
1773389359.2222555,0.062209129333496094,182,437,1185.0,1275.7142857142858,-0.3836458984978687,0.18551229827079244,1.2757142857142858,nan,nan,nan
1773389359.5547395,0.004465579986572266,217,444,1209.0,1178.5714285714287,-0.28205751117069167,0.1858608598325493,1.1785714285714286,nan,nan,nan
1773389359.8784356,0.004637479782104492,458,457,1209.0,1185.2857142857142,0.21752545247581226,0.2139548399405519,1.1852857142857143,nan,nan,nan
1773389360.214349,0.07131695747375488,462,456,1185.0,1188.5714285714287,0.22647001492566818,0.2124625504393774,1.1885714285714286,nan,nan,nan
1773389360.5627344,0.07135868072509766,648,465,1162.0,1188.5714285714287,0.6143527001898891,0.23123106746829128,1.1885714285714286,nan,nan,nan
1773389360.920109,0.038237810134887695,340,106,7554.0,2098.4285714285716,-0.04934172872079541,-0.9135149531592501,2.0984285714285718,nan,nan,nan
